problemUrl,topic,subTopic,striver_video,neetcode_video
https://leetcode.com/problems/3sum/,Arrays,Two Pointers,https://www.youtube.com/results?search_query=3sum+leetcode+striver,https://www.youtube.com/results?search_query=3sum+leetcode+neetcode
https://leetcode.com/problems/container-with-most-water/,Arrays,Two Pointers,https://www.youtube.com/results?search_query=container+with+most+water+leetcode+striver,https://www.youtube.com/results?search_query=container+with+most+water+leetcode+neetcode
https://leetcode.com/problems/sort-colors/,Arrays,Two Pointers,https://www.youtube.com/results?search_query=sort+colors+leetcode+striver,https://www.youtube.com/results?search_query=sort+colors+leetcode+neetcode
https://leetcode.com/problems/4sum/,Arrays,Two Pointers,https://www.youtube.com/results?search_query=4sum+leetcode+striver,https://www.youtube.com/results?search_query=4sum+leetcode+neetcode
https://www.interviewbit.com/problems/pairs-with-given-sum/,Arrays,Two Pointers,https://www.youtube.com/results?search_query=pairs+with+given+sum+leetcode+striver,https://www.youtube.com/results?search_query=pairs+with+given+sum+leetcode+neetcode
https://leetcode.com/problems/trapping-rain-water/,Arrays,Two Pointers,https://www.youtube.com/results?search_query=trapping+rain+water+leetcode+striver,https://www.youtube.com/results?search_query=trapping+rain+water+leetcode+neetcode
https://leetcode.com/problems/minimum-window-substring/,Arrays,Two Pointers,https://www.youtube.com/results?search_query=minimum+window+substring+leetcode+striver,https://www.youtube.com/results?search_query=minimum+window+substring+leetcode+neetcode
https://leetcode.com/problems/maximum-average-subarray-i/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=maximum+average+subarray+i+leetcode+striver,https://www.youtube.com/results?search_query=maximum+average+subarray+i+leetcode+neetcode
https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=maximum+number+of+vowels+in+a+substring+of+given+length+leetcode+striver,https://www.youtube.com/results?search_query=maximum+number+of+vowels+in+a+substring+of+given+length+leetcode+neetcode
https://leetcode.com/problems/max-consecutive-ones/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=max+consecutive+ones+leetcode+striver,https://www.youtube.com/results?search_query=max+consecutive+ones+leetcode+neetcode
https://leetcode.com/problems/diet-plan-performance/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=diet+plan+performance+leetcode+striver,https://www.youtube.com/results?search_query=diet+plan+performance+leetcode+neetcode
https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=number+of+sub+arrays+of+size+k+and+average+greater+than+or+equal+to+threshold+leetcode+striver,https://www.youtube.com/results?search_query=number+of+sub+arrays+of+size+k+and+average+greater+than+or+equal+to+threshold+leetcode+neetcode
https://leetcode.com/problems/minimum-size-subarray-sum/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=minimum+size+subarray+sum+leetcode+striver,https://www.youtube.com/results?search_query=minimum+size+subarray+sum+leetcode+neetcode
https://leetcode.com/problems/longest-substring-without-repeating-characters/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=longest+substring+without+repeating+characters+leetcode+striver,https://www.youtube.com/results?search_query=longest+substring+without+repeating+characters+leetcode+neetcode
https://leetcode.com/problems/fruit-into-baskets/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=fruit+into+baskets+leetcode+striver,https://www.youtube.com/results?search_query=fruit+into+baskets+leetcode+neetcode
https://leetcode.com/problems/permutation-in-string/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=permutation+in+string+leetcode+striver,https://www.youtube.com/results?search_query=permutation+in+string+leetcode+neetcode
https://leetcode.com/problems/max-consecutive-ones-iii/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=max+consecutive+ones+iii+leetcode+striver,https://www.youtube.com/results?search_query=max+consecutive+ones+iii+leetcode+neetcode
https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=longest+subarray+of+1s+after+deleting+one+element+leetcode+striver,https://www.youtube.com/results?search_query=longest+subarray+of+1s+after+deleting+one+element+leetcode+neetcode
https://leetcode.com/problems/sliding-window-maximum/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=sliding+window+maximum+leetcode+striver,https://www.youtube.com/results?search_query=sliding+window+maximum+leetcode+neetcode
https://leetcode.com/problems/minimum-window-substring/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=minimum+window+substring+leetcode+striver,https://www.youtube.com/results?search_query=minimum+window+substring+leetcode+neetcode
https://leetcode.com/problems/substring-with-concatenation-of-all-words/,Arrays,Sliding Window,https://www.youtube.com/results?search_query=substring+with+concatenation+of+all+words+leetcode+striver,https://www.youtube.com/results?search_query=substring+with+concatenation+of+all+words+leetcode+neetcode
https://leetcode.com/problems/running-sum-of-1d-array/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=running+sum+of+1d+array+leetcode+striver,https://www.youtube.com/results?search_query=running+sum+of+1d+array+leetcode+neetcode
https://leetcode.com/problems/find-pivot-index/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=find+pivot+index+leetcode+striver,https://www.youtube.com/results?search_query=find+pivot+index+leetcode+neetcode
https://leetcode.com/problems/find-the-middle-index-in-array/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=find+the+middle+index+in+array+leetcode+striver,https://www.youtube.com/results?search_query=find+the+middle+index+in+array+leetcode+neetcode
https://leetcode.com/problems/left-and-right-sum-differences/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=left+and+right+sum+differences+leetcode+striver,https://www.youtube.com/results?search_query=left+and+right+sum+differences+leetcode+neetcode
https://leetcode.com/problems/sum-of-all-odd-length-subarrays/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=sum+of+all+odd+length+subarrays+leetcode+striver,https://www.youtube.com/results?search_query=sum+of+all+odd+length+subarrays+leetcode+neetcode
https://leetcode.com/problems/subarray-sum-equals-k/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=subarray+sum+equals+k+leetcode+striver,https://www.youtube.com/results?search_query=subarray+sum+equals+k+leetcode+neetcode
https://leetcode.com/problems/product-of-array-except-self/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=product+of+array+except+self+leetcode+striver,https://www.youtube.com/results?search_query=product+of+array+except+self+leetcode+neetcode
https://leetcode.com/problems/contiguous-array/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=contiguous+array+leetcode+striver,https://www.youtube.com/results?search_query=contiguous+array+leetcode+neetcode
https://leetcode.com/problems/range-sum-query-2d-immutable/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=range+sum+query+2d+immutable+leetcode+striver,https://www.youtube.com/results?search_query=range+sum+query+2d+immutable+leetcode+neetcode
https://leetcode.com/problems/count-number-of-nice-subarrays/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=count+number+of+nice+subarrays+leetcode+striver,https://www.youtube.com/results?search_query=count+number+of+nice+subarrays+leetcode+neetcode
https://leetcode.com/problems/maximum-subarray/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=maximum+subarray+leetcode+striver,https://www.youtube.com/results?search_query=maximum+subarray+leetcode+neetcode
https://leetcode.com/problems/count-of-range-sum/,Arrays,Prefix Sums,https://www.youtube.com/results?search_query=count+of+range+sum+leetcode+striver,https://www.youtube.com/results?search_query=count+of+range+sum+leetcode+neetcode
https://leetcode.com/problems/summary-ranges/,Arrays,Merge Intervals,https://www.youtube.com/results?search_query=summary+ranges+leetcode+striver,https://www.youtube.com/results?search_query=summary+ranges+leetcode+neetcode
https://leetcode.com/problems/meeting-rooms/,Arrays,Merge Intervals,https://www.youtube.com/results?search_query=meeting+rooms+leetcode+striver,https://www.youtube.com/results?search_query=meeting+rooms+leetcode+neetcode
https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/,Arrays,Merge Intervals,https://www.youtube.com/results?search_query=check+if+all+1s+are+at+least+length+k+places+away+leetcode+striver,https://www.youtube.com/results?search_query=check+if+all+1s+are+at+least+length+k+places+away+leetcode+neetcode
https://leetcode.com/problems/merge-intervals/,Arrays,Merge Intervals,https://www.youtube.com/results?search_query=merge+intervals+leetcode+striver,https://www.youtube.com/results?search_query=merge+intervals+leetcode+neetcode
https://leetcode.com/problems/insert-interval/,Arrays,Merge Intervals,https://www.youtube.com/results?search_query=insert+interval+leetcode+striver,https://www.youtube.com/results?search_query=insert+interval+leetcode+neetcode
https://leetcode.com/problems/meeting-rooms-ii/,Arrays,Merge Intervals,https://www.youtube.com/results?search_query=meeting+rooms+ii+leetcode+striver,https://www.youtube.com/results?search_query=meeting+rooms+ii+leetcode+neetcode
https://leetcode.com/problems/non-overlapping-intervals/,Arrays,Merge Intervals,https://www.youtube.com/results?search_query=non+overlapping+intervals+leetcode+striver,https://www.youtube.com/results?search_query=non+overlapping+intervals+leetcode+neetcode
https://leetcode.com/problems/interval-list-intersections/,Arrays,Merge Intervals,https://www.youtube.com/results?search_query=interval+list+intersections+leetcode+striver,https://www.youtube.com/results?search_query=interval+list+intersections+leetcode+neetcode
https://leetcode.com/problems/employee-free-time/,Arrays,Merge Intervals,https://www.youtube.com/results?search_query=employee+free+time+leetcode+striver,https://www.youtube.com/results?search_query=employee+free+time+leetcode+neetcode
https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/,Arrays,Merge Intervals,https://www.youtube.com/results?search_query=minimum+number+of+arrows+to+burst+balloons+leetcode+striver,https://www.youtube.com/results?search_query=minimum+number+of+arrows+to+burst+balloons+leetcode+neetcode
https://leetcode.com/problems/binary-search/,Binary Search,,https://www.youtube.com/results?search_query=binary+search+leetcode+striver,https://www.youtube.com/results?search_query=binary+search+leetcode+neetcode
https://leetcode.com/problems/search-insert-position/,Binary Search,,https://www.youtube.com/results?search_query=search+insert+position+leetcode+striver,https://www.youtube.com/results?search_query=search+insert+position+leetcode+neetcode
https://leetcode.com/problems/guess-number-higher-or-lower/,Binary Search,,https://www.youtube.com/results?search_query=guess+number+higher+or+lower+leetcode+striver,https://www.youtube.com/results?search_query=guess+number+higher+or+lower+leetcode+neetcode
https://leetcode.com/problems/first-bad-version/,Binary Search,,https://www.youtube.com/results?search_query=first+bad+version+leetcode+striver,https://www.youtube.com/results?search_query=first+bad+version+leetcode+neetcode
https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix/,Binary Search,,https://www.youtube.com/results?search_query=count+negative+numbers+in+a+sorted+matrix+leetcode+striver,https://www.youtube.com/results?search_query=count+negative+numbers+in+a+sorted+matrix+leetcode+neetcode
https://leetcode.com/problems/valid-perfect-square/,Binary Search,,https://www.youtube.com/results?search_query=valid+perfect+square+leetcode+striver,https://www.youtube.com/results?search_query=valid+perfect+square+leetcode+neetcode
https://leetcode.com/problems/sqrtx/,Binary Search,,https://www.youtube.com/results?search_query=sqrtx+leetcode+striver,https://www.youtube.com/results?search_query=sqrtx+leetcode+neetcode
https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/,Binary Search,,https://www.youtube.com/results?search_query=find+minimum+in+rotated+sorted+array+leetcode+striver,https://www.youtube.com/results?search_query=find+minimum+in+rotated+sorted+array+leetcode+neetcode
https://leetcode.com/problems/search-in-rotated-sorted-array/,Binary Search,,https://www.youtube.com/results?search_query=search+in+rotated+sorted+array+leetcode+striver,https://www.youtube.com/results?search_query=search+in+rotated+sorted+array+leetcode+neetcode
https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/,Binary Search,,https://www.youtube.com/results?search_query=find+first+and+last+position+of+element+in+sorted+array+leetcode+striver,https://www.youtube.com/results?search_query=find+first+and+last+position+of+element+in+sorted+array+leetcode+neetcode
https://leetcode.com/problems/search-a-2d-matrix/,Binary Search,,https://www.youtube.com/results?search_query=search+a+2d+matrix+leetcode+striver,https://www.youtube.com/results?search_query=search+a+2d+matrix+leetcode+neetcode
https://leetcode.com/problems/find-peak-element/,Binary Search,,https://www.youtube.com/results?search_query=find+peak+element+leetcode+striver,https://www.youtube.com/results?search_query=find+peak+element+leetcode+neetcode
https://leetcode.com/problems/single-element-in-a-sorted-array/,Binary Search,,https://www.youtube.com/results?search_query=single+element+in+a+sorted+array+leetcode+striver,https://www.youtube.com/results?search_query=single+element+in+a+sorted+array+leetcode+neetcode
https://leetcode.com/problems/median-of-two-sorted-arrays/,Binary Search,,https://www.youtube.com/results?search_query=median+of+two+sorted+arrays+leetcode+striver,https://www.youtube.com/results?search_query=median+of+two+sorted+arrays+leetcode+neetcode
https://leetcode.com/problems/find-in-mountain-array/,Binary Search,,https://www.youtube.com/results?search_query=find+in+mountain+array+leetcode+striver,https://www.youtube.com/results?search_query=find+in+mountain+array+leetcode+neetcode
https://leetcode.com/problems/peak-index-in-a-mountain-array/,Binary Search,,https://www.youtube.com/results?search_query=peak+index+in+a+mountain+array+leetcode+striver,https://www.youtube.com/results?search_query=peak+index+in+a+mountain+array+leetcode+neetcode
https://leetcode.com/problems/valid-mountain-array/,Binary Search,,https://www.youtube.com/results?search_query=valid+mountain+array+leetcode+striver,https://www.youtube.com/results?search_query=valid+mountain+array+leetcode+neetcode
https://leetcode.com/problems/missing-number/,Binary Search,,https://www.youtube.com/results?search_query=missing+number+leetcode+striver,https://www.youtube.com/results?search_query=missing+number+leetcode+neetcode
https://leetcode.com/problems/koko-eating-bananas/,Binary Search,,https://www.youtube.com/results?search_query=koko+eating+bananas+leetcode+striver,https://www.youtube.com/results?search_query=koko+eating+bananas+leetcode+neetcode
https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/,Binary Search,,https://www.youtube.com/results?search_query=capacity+to+ship+packages+within+d+days+leetcode+striver,https://www.youtube.com/results?search_query=capacity+to+ship+packages+within+d+days+leetcode+neetcode
https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/,Binary Search,,https://www.youtube.com/results?search_query=minimum+number+of+days+to+make+m+bouquets+leetcode+striver,https://www.youtube.com/results?search_query=minimum+number+of+days+to+make+m+bouquets+leetcode+neetcode
https://leetcode.com/problems/find-k-closest-elements/,Binary Search,,https://www.youtube.com/results?search_query=find+k+closest+elements+leetcode+striver,https://www.youtube.com/results?search_query=find+k+closest+elements+leetcode+neetcode
https://www.interviewbit.com/problems/painters-partition-problem/,Binary Search,,https://www.youtube.com/results?search_query=painters+partition+problem+leetcode+striver,https://www.youtube.com/results?search_query=painters+partition+problem+leetcode+neetcode
https://leetcode.com/problems/split-array-largest-sum/,Binary Search,,https://www.youtube.com/results?search_query=split+array+largest+sum+leetcode+striver,https://www.youtube.com/results?search_query=split+array+largest+sum+leetcode+neetcode
https://leetcode.com/problems/count-of-smaller-numbers-after-self/,Binary Search,,https://www.youtube.com/results?search_query=count+of+smaller+numbers+after+self+leetcode+striver,https://www.youtube.com/results?search_query=count+of+smaller+numbers+after+self+leetcode+neetcode
https://leetcode.com/problems/reverse-string/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=reverse+string+leetcode+striver,https://www.youtube.com/results?search_query=reverse+string+leetcode+neetcode
https://leetcode.com/problems/valid-anagram/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=valid+anagram+leetcode+striver,https://www.youtube.com/results?search_query=valid+anagram+leetcode+neetcode
https://leetcode.com/problems/first-unique-character-in-a-string/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=first+unique+character+in+a+string+leetcode+striver,https://www.youtube.com/results?search_query=first+unique+character+in+a+string+leetcode+neetcode
https://leetcode.com/problems/roman-to-integer/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=roman+to+integer+leetcode+striver,https://www.youtube.com/results?search_query=roman+to+integer+leetcode+neetcode
https://leetcode.com/problems/isomorphic-strings/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=isomorphic+strings+leetcode+striver,https://www.youtube.com/results?search_query=isomorphic+strings+leetcode+neetcode
https://leetcode.com/problems/word-pattern/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=word+pattern+leetcode+striver,https://www.youtube.com/results?search_query=word+pattern+leetcode+neetcode
https://leetcode.com/problems/longest-common-prefix/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=longest+common+prefix+leetcode+striver,https://www.youtube.com/results?search_query=longest+common+prefix+leetcode+neetcode
https://leetcode.com/problems/count-and-say/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=count+and+say+leetcode+striver,https://www.youtube.com/results?search_query=count+and+say+leetcode+neetcode
https://leetcode.com/problems/add-binary/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=add+binary+leetcode+striver,https://www.youtube.com/results?search_query=add+binary+leetcode+neetcode
https://leetcode.com/problems/reverse-words-in-a-string-iii/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=reverse+words+in+a+string+iii+leetcode+striver,https://www.youtube.com/results?search_query=reverse+words+in+a+string+iii+leetcode+neetcode
https://leetcode.com/problems/group-anagrams/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=group+anagrams+leetcode+striver,https://www.youtube.com/results?search_query=group+anagrams+leetcode+neetcode
https://leetcode.com/problems/reverse-words-in-a-string/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=reverse+words+in+a+string+leetcode+striver,https://www.youtube.com/results?search_query=reverse+words+in+a+string+leetcode+neetcode
https://leetcode.com/problems/string-compression/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=string+compression+leetcode+striver,https://www.youtube.com/results?search_query=string+compression+leetcode+neetcode
https://leetcode.com/problems/zigzag-conversion/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=zigzag+conversion+leetcode+striver,https://www.youtube.com/results?search_query=zigzag+conversion+leetcode+neetcode
https://leetcode.com/problems/multiply-strings/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=multiply+strings+leetcode+striver,https://www.youtube.com/results?search_query=multiply+strings+leetcode+neetcode
https://leetcode.com/problems/decode-string/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=decode+string+leetcode+striver,https://www.youtube.com/results?search_query=decode+string+leetcode+neetcode
https://leetcode.com/problems/regular-expression-matching/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=regular+expression+matching+leetcode+striver,https://www.youtube.com/results?search_query=regular+expression+matching+leetcode+neetcode
https://leetcode.com/problems/wildcard-matching/,Arrays,String Basics & Manipulation,https://www.youtube.com/results?search_query=wildcard+matching+leetcode+striver,https://www.youtube.com/results?search_query=wildcard+matching+leetcode+neetcode
https://leetcode.com/problems/find-the-difference/,Strings,,https://www.youtube.com/results?search_query=find+the+difference+leetcode+striver,https://www.youtube.com/results?search_query=find+the+difference+leetcode+neetcode
https://leetcode.com/problems/valid-anagram/,Strings,,https://www.youtube.com/results?search_query=valid+anagram+leetcode+striver,https://www.youtube.com/results?search_query=valid+anagram+leetcode+neetcode
https://leetcode.com/problems/ransom-note/,Strings,,https://www.youtube.com/results?search_query=ransom+note+leetcode+striver,https://www.youtube.com/results?search_query=ransom+note+leetcode+neetcode
https://leetcode.com/problems/longest-substring-without-repeating-characters/,Strings,,https://www.youtube.com/results?search_query=longest+substring+without+repeating+characters+leetcode+striver,https://www.youtube.com/results?search_query=longest+substring+without+repeating+characters+leetcode+neetcode
https://leetcode.com/problems/longest-repeating-character-replacement/,Strings,,https://www.youtube.com/results?search_query=longest+repeating+character+replacement+leetcode+striver,https://www.youtube.com/results?search_query=longest+repeating+character+replacement+leetcode+neetcode
https://leetcode.com/problems/find-all-anagrams-in-a-string/,Strings,,https://www.youtube.com/results?search_query=find+all+anagrams+in+a+string+leetcode+striver,https://www.youtube.com/results?search_query=find+all+anagrams+in+a+string+leetcode+neetcode
https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters/,Strings,,https://www.youtube.com/results?search_query=longest+substring+with+at+most+two+distinct+characters+leetcode+striver,https://www.youtube.com/results?search_query=longest+substring+with+at+most+two+distinct+characters+leetcode+neetcode
https://leetcode.com/problems/minimum-window-substring/,Strings,,https://www.youtube.com/results?search_query=minimum+window+substring+leetcode+striver,https://www.youtube.com/results?search_query=minimum+window+substring+leetcode+neetcode
https://leetcode.com/problems/substring-with-concatenation-of-all-words/,Strings,,https://www.youtube.com/results?search_query=substring+with+concatenation+of+all+words+leetcode+striver,https://www.youtube.com/results?search_query=substring+with+concatenation+of+all+words+leetcode+neetcode
https://leetcode.com/problems/fibonacci-number/,Recursion,,https://www.youtube.com/results?search_query=fibonacci+number+leetcode+striver,https://www.youtube.com/results?search_query=fibonacci+number+leetcode+neetcode
https://leetcode.com/problems/climbing-stairs/,Recursion,,https://www.youtube.com/results?search_query=climbing+stairs+leetcode+striver,https://www.youtube.com/results?search_query=climbing+stairs+leetcode+neetcode
https://leetcode.com/problems/power-of-two/,Recursion,,https://www.youtube.com/results?search_query=power+of+two+leetcode+striver,https://www.youtube.com/results?search_query=power+of+two+leetcode+neetcode
https://leetcode.com/problems/power-of-three/,Recursion,,https://www.youtube.com/results?search_query=power+of+three+leetcode+striver,https://www.youtube.com/results?search_query=power+of+three+leetcode+neetcode
https://leetcode.com/problems/reverse-string/,Recursion,,https://www.youtube.com/results?search_query=reverse+string+leetcode+striver,https://www.youtube.com/results?search_query=reverse+string+leetcode+neetcode
https://www.geeksforgeeks.org/sum-digit-number-using-recursion/,Recursion,,https://www.youtube.com/results?search_query=sum+digit+number+using+recursion+leetcode+striver,https://www.youtube.com/results?search_query=sum+digit+number+using+recursion+leetcode+neetcode
https://www.geeksforgeeks.org/recursive-function-check-string-palindrome/,Recursion,,https://www.youtube.com/results?search_query=recursive+function+check+string+palindrome+leetcode+striver,https://www.youtube.com/results?search_query=recursive+function+check+string+palindrome+leetcode+neetcode
https://leetcode.com/problems/powx-n/,Recursion,,https://www.youtube.com/results?search_query=powx+n+leetcode+striver,https://www.youtube.com/results?search_query=powx+n+leetcode+neetcode
https://leetcode.com/problems/generate-parentheses/,Recursion,,https://www.youtube.com/results?search_query=generate+parentheses+leetcode+striver,https://www.youtube.com/results?search_query=generate+parentheses+leetcode+neetcode
https://leetcode.com/problems/letter-combinations-of-a-phone-number/,Recursion,,https://www.youtube.com/results?search_query=letter+combinations+of+a+phone+number+leetcode+striver,https://www.youtube.com/results?search_query=letter+combinations+of+a+phone+number+leetcode+neetcode
https://leetcode.com/problems/decode-ways/,Recursion,,https://www.youtube.com/results?search_query=decode+ways+leetcode+striver,https://www.youtube.com/results?search_query=decode+ways+leetcode+neetcode
https://www.geeksforgeeks.org/merge-sort/,Recursion,,https://www.youtube.com/results?search_query=merge+sort+leetcode+striver,https://www.youtube.com/results?search_query=merge+sort+leetcode+neetcode
https://www.geeksforgeeks.org/find-all-subsets-of-size-k/,Recursion,Backtracking,https://www.youtube.com/results?search_query=find+all+subsets+of+size+k+leetcode+striver,https://www.youtube.com/results?search_query=find+all+subsets+of+size+k+leetcode+neetcode
https://www.geeksforgeeks.org/write-a-c-program-to-print-all-permutations-of-a-given-string/,Recursion,Backtracking,https://www.youtube.com/results?search_query=write+a+c+program+to+print+all+permutations+of+a+given+string+leetcode+striver,https://www.youtube.com/results?search_query=write+a+c+program+to+print+all+permutations+of+a+given+string+leetcode+neetcode
https://leetcode.com/problems/subsets/,Recursion,Backtracking,https://www.youtube.com/results?search_query=subsets+leetcode+striver,https://www.youtube.com/results?search_query=subsets+leetcode+neetcode
https://leetcode.com/problems/permutations/,Recursion,Backtracking,https://www.youtube.com/results?search_query=permutations+leetcode+striver,https://www.youtube.com/results?search_query=permutations+leetcode+neetcode
